|2 | 1 | 0.838777 | 0.931710 | 0.954276 | 0.651332 |
|2 | 2 | 0.833135 | 0.927553 | 0.953088 | 0.646605 |
|2 | 3 | 0.870249 | 0.941211 | 0.962886 | 0.677646 |
|2 | 5 | 0.845309 | 0.932601 | 0.957245 | 0.654169 |
|2 | 8 | 0.882126 | 0.950416 | 0.969121 | 0.696366 |
|4 | 1 | 0.738124 | 0.864608 | 0.906176 | 0.552088 |
|4 | 2 | 0.675178 | 0.818290 | 0.868468 | 0.496638 |
|4 | 3 | 0.791865 | 0.908254 | 0.941805 | 0.606824 |
|4 | 5 | 0.644596 | 0.795428 | 0.852138 | 0.469663 |
|4 | 8 | 0.881532 | 0.951603 | 0.969418 | 0.695019 |
|8 | 1 | 0.556116 | 0.721793 | 0.783848 | 0.389164 |
|8 | 2 | 0.344418 | 0.514846 | 0.603622 | 0.239376 |
|8 | 3 | 0.504157 | 0.670131 | 0.746734 | 0.370818 |
|8 | 5 | 0.183195 | 0.307601 | 0.375891 | 0.137708 |
|8 | 8 | 0.878266 | 0.950416 | 0.967340 | 0.689338 |
|12 | 1 | 0.407066 | 0.581057 | 0.656473 | 0.280693 |
|12 | 2 | 0.193884 | 0.343527 | 0.423694 | 0.134703 |
|12 | 3 | 0.259501 | 0.404691 | 0.475950 | 0.193152 |
|12 | 5 | 0.033848 | 0.076603 | 0.109561 | 0.031662 |
|12 | 8 | 0.869656 | 0.945962 | 0.964667 | 0.678367 |
|16 | 1 | 0.282957 | 0.449822 | 0.537411 | 0.198810 |
|16 | 2 | 0.125594 | 0.243171 | 0.319477 | 0.088529 |
|16 | 3 | 0.119359 | 0.210214 | 0.262470 | 0.092143 |
|16 | 5 | 0.005048 | 0.014252 | 0.025534 | 0.007343 |
|16 | 8 | 0.855107 | 0.937648 | 0.961698 | 0.663618 |
|2 | 6 | 0.880938 | 0.949228 | 0.968527 | 0.695956 |
|2 | 7 | 0.881235 | 0.948634 | 0.969121 | 0.695815 |
|2 | 9 | 0.808195 | 0.921318 | 0.946853 | 0.626600 |
|4 | 6 | 0.879454 | 0.950416 | 0.968824 | 0.693022 |
|4 | 7 | 0.883610 | 0.949228 | 0.967637 | 0.693278 |
|4 | 9 | 0.613124 | 0.760392 | 0.821259 | 0.440069 |
|8 | 6 | 0.861342 | 0.943587 | 0.961698 | 0.671660 |
|8 | 7 | 0.862233 | 0.944774 | 0.964371 | 0.674681 |
|8 | 9 | 0.220309 | 0.375594 | 0.459026 | 0.161302 |
|12 | 6 | 0.825713 | 0.926366 | 0.951603 | 0.640444 |
|12 | 7 | 0.826306 | 0.927257 | 0.951010 | 0.637332 |
|12 | 9 | 0.080166 | 0.174287 | 0.233373 | 0.066659 |
|16 | 6 | 0.778800 | 0.898159 | 0.932601 | 0.589108 |
|16 | 7 | 0.774347 | 0.894893 | 0.929335 | 0.589405 |
|16 | 9 | 0.035629 | 0.084323 | 0.120249 | 0.030606 |
