|16 | 1 | 0.331948 | 0.496734 | 0.570071 | 0.236373 |
|16 | 2 | 0.698040 | 0.852138 | 0.902910 | 0.530079 |
|16 | 3 | 0.693290 | 0.840261 | 0.891627 | 0.521233 |
|16 | 5 | 0.528800 | 0.717340 | 0.783848 | 0.377660 |
|16 | 6 | 0.861342 | 0.935570 | 0.962886 | 0.699404 |
|16 | 7 | 0.858373 | 0.938242 | 0.960808 | 0.697487 |
|16 | 8 | 0.812055 | 0.913005 | 0.945368 | 0.648264 |
|16 | 9 | 0.620843 | 0.791271 | 0.844121 | 0.450959 |
# 100
|16 | 6 | 0.710808 | 0.857779 | 0.903800 | 0.540351 |
|16 | 7 | 0.682601 | 0.831651 | 0.882126 | 0.510608 |
